-0.000000000000000e+00  8.427052459315677e-02  1.000000000000000e+00 0
-2.500000000000000e-02  2.334618845713642e-02  5.661233688446533e-01 1
-5.000000000000000e-02  1.387187460546152e-02  2.545622494040012e-01 2
-7.500000000000001e-02  1.027876997602374e-02  1.487788293730420e-01 3
-1.000000000000000e-01  8.328989093932881e-03  1.047832183746888e-01 4
-1.250000000000000e-01  7.060914676290007e-03  8.239651375185358e-02 5
-1.500000000000000e-01  6.149999432057011e-03  6.895171952237994e-02 6
-1.750000000000000e-01  5.454848742187157e-03  5.990174791021166e-02 7
-2.000000000000000e-01  4.902331757575053e-03  5.334627359490250e-02 8
-2.250000000000000e-01  4.450001389085958e-03  4.836551065875867e-02 9
-2.500000000000000e-01  4.071186446000712e-03  4.445564989489439e-02 10
-2.750000000000000e-01  3.748143929245472e-03  4.131332240135319e-02 11
-3.000000000000000e-01  3.468549265214475e-03  3.874276715069922e-02 12
-3.250000000000000e-01  3.223544240012491e-03  3.661111803214026e-02 13
-3.500000000000000e-01  3.006581874637580e-03  3.482471484240528e-02 14
-3.750000000000000e-01  2.812708945903013e-03  3.331555935480070e-02 15
-4.000000000000000e-01  2.638102550943371e-03  3.203310095398872e-02 16
-4.250000000000000e-01  2.479760864256370e-03  3.093902158794143e-02 17
-4.500000000000000e-01  2.335290996338344e-03  3.000380309510983e-02 18
-4.750000000000000e-01  2.202759939342928e-03  2.920440049567668e-02 19
-5.000000000000000e-01  2.080587618973858e-03  2.852262598486865e-02 20
-5.250000000000000e-01  1.967468719986448e-03  2.794400312532781e-02 21
-5.500000000000000e-01  1.862314589145139e-03  2.745694008080916e-02 22
-5.750000000000001e-01  1.764209411628259e-03  2.705212415413721e-02 23
-6.000000000000001e-01  1.672376706113030e-03  2.672207311818676e-02 24
-6.250000000000000e-01  1.586153394127528e-03  2.646079960382666e-02 25
-6.500000000000000e-01  1.504969506215910e-03  2.626355875484540e-02 26
-6.750000000000000e-01  1.428332136358250e-03  2.612665835157857e-02 27
-7.000000000000001e-01  1.355812635797841e-03  2.604731667895587e-02 28
-7.250000000000001e-01  1.287036302989112e-03  2.602355806242058e-02 29
-7.500000000000000e-01  1.221674016344282e-03  2.605413871068166e-02 30
-7.750000000000000e-01  1.159435392921648e-03  2.613849795412030e-02 31
-8.000000000000000e-01  1.100063155688275e-03  2.627673174204932e-02 32
-8.250000000000001e-01  1.043328465828671e-03  2.646958646756790e-02 33
-8.500000000000001e-01  9.890270312298921e-04  2.671847256908058e-02 34
-8.750000000000000e-01  9.369758435422888e-04  2.702549844000635e-02 35
-9.000000000000000e-01  8.870104277361295e-04  2.739352625233242e-02 36
-9.250000000000000e-01  8.389825118761179e-04  2.782625279498612e-02 37
-9.500000000000001e-01  7.927580437148660e-04  2.832831972145863e-02 38
-9.750000000000001e-01  7.482154946643871e-04  2.890546004918897e-02 39
-1.000000000000000e+00  7.052444036189866e-04  2.956468981094839e-02 40
-1.025000000000000e+00  6.637441215407906e-04  3.031455802257538e-02 41
-1.050000000000000e+00  6.236227249824286e-04  3.116547289276368e-02 42
-1.075000000000000e+00  5.847960725648265e-04  3.213012946869836e-02 43
-1.100000000000000e+00  5.471869825477727e-04  3.322407508415644e-02 44
-1.125000000000000e+00  5.107245138766097e-04  3.446646415546280e-02 45
-1.150000000000000e+00  4.753433354001254e-04  3.588107907831681e-02 46
-1.175000000000000e+00  4.409831711409958e-04  3.749773035468511e-02 47
-1.200000000000000e+00  4.075883107708038e-04  3.935421008369817e-02 48
-1.225000000000000e+00  3.751071765882724e-04  4.149906918733776e-02 49
-1.250000000000000e+00  3.434919394247178e-04  4.399565273467870e-02 50
-1.275000000000000e+00  3.126981772022358e-04  4.692811037870054e-02 51
-1.300000000000000e+00  2.826845704839696e-04  5.041060869651653e-02 52
-1.325000000000000e+00  2.534126305740067e-04  5.460192638983265e-02 53
-1.350000000000000e+00  2.248464560309307e-04  5.972949671664648e-02 54
-1.375000000000000e+00  1.969525142051532e-04  6.613089123988403e-02 55
-1.400000000000000e+00  1.696994448285237e-04  7.432953433129295e-02 56
-1.425000000000000e+00  1.430578830747218e-04  8.518285385160891e-02 57
-1.450000000000000e+00  1.170002998164133e-04  1.001990514915530e-01 58
-1.475000000000000e+00  9.150085725736897e-05  1.222988059966535e-01 59
-1.500000000000000e+00  6.653527807876910e-05  1.579738654422221e-01 60
-1.525000000000000e+00  4.208072671151929e-05  2.251468502682060e-01 61
-1.550000000000000e+00  1.811570150842321e-05  3.981137404952658e-01 62
-1.575000000000000e+00 -5.380063535331631e-06  1.844883239724444e+00 63
-1.600000000000000e+00 -2.842568830678384e-05  6.817072100358316e-01 64
-1.625000000000000e+00 -5.103922836003280e-05  2.845726265348495e-01 65
-1.650000000000000e+00 -7.323774966787986e-05  1.786213477355497e-01 66
-1.675000000000000e+00 -9.503739712944086e-05  1.295476359786963e-01 67
-1.700000000000000e+00 -1.164534573466430e-04  1.012623466402606e-01 68
-1.725000000000000e+00 -1.375004162836270e-04  8.287709352930048e-02 69
-1.750000000000000e+00 -1.581920122412610e-04  6.997675273884260e-02 70
-1.775000000000000e+00 -1.785412846838896e-04  6.043142340970190e-02 71
-1.800000000000000e+00 -1.985606191948826e-04  5.308733343714091e-02 72
-1.825000000000000e+00 -2.182617889515851e-04  4.726514067300257e-02 73
-1.850000000000000e+00 -2.376559930541077e-04  4.253881920815356e-02 74
-1.875000000000000e+00 -2.567538919925625e-04  3.862766404165259e-02 75
-1.900000000000000e+00 -2.755656404181430e-04  3.533920376806019e-02 76
-1.925000000000000e+00 -2.941009175953891e-04  3.253706386044490e-02 77
-1.950000000000000e+00 -3.123689555648814e-04  3.012192159570742e-02 78
-1.975000000000000e+00 -3.303785653688538e-04  2.801972659156963e-02 79
-2.000000000000000e+00 -3.481381613932476e-04  2.617414622796851e-02 80
-2.025000000000000e+00 -3.656557840224894e-04  2.454156797174699e-02 81
-2.050000000000000e+00 -3.829391207053907e-04  2.308770280661201e-02 82
-2.075000000000000e+00 -3.999955256610798e-04  2.178522183792260e-02 83
-2.100000000000000e+00 -4.168320381938683e-04  2.061207686641973e-02 84
-2.125000000000000e+00 -4.334553998388844e-04  1.955028488187044e-02 85
-2.150000000000000e+00 -4.498720703239053e-04  1.858503334215951e-02 86
-2.175000000000000e+00 -4.660882426073239e-04  1.770401190366440e-02 87
-2.200000000000000e+00 -4.821098567976950e-04  1.689690603727685e-02 88
-2.225000000000000e+00 -4.979426133659391e-04  1.615500909415656e-02 89
-2.250000000000000e+00 -5.135919853635817e-04  1.547092113042707e-02 90
-2.275000000000000e+00 -5.290632300278842e-04  1.483831321794499e-02 91
-2.300000000000000e+00 -5.443613995805104e-04  1.425174076563466e-02 92
-2.325000000000000e+00 -5.594913513947019e-04  1.370649463963808e-02 93
-2.350000000000000e+00 -5.744577575795374e-04  1.319848136604117e-02 94
-2.375000000000000e+00 -5.892651139872556e-04  1.272412596633259e-02 95
-2.400000000000000e+00 -6.039177486677707e-04  1.228029260151345e-02 96
-2.425000000000000e+00 -6.184198298497065e-04  1.186421937508026e-02 97
-2.450000000000000e+00 -6.327753734623798e-04  1.147346439202467e-02 98
-2.475000000000000e+00 -6.469882502496385e-04  1.110586089799429e-02 99
-2.500000000000000e+00 -6.610621924248970e-04  1.075947969290990e-02 100
-2.525000000000000e+00 -6.750008000370625e-04  1.043259763260176e-02 101
-2.550000000000000e+00 -6.888075469078027e-04  1.012367089677186e-02 102
-2.575000000000000e+00 -7.024857863006810e-04  9.831312395736617e-03 103
-2.600000000000000e+00 -7.160387562452966e-04  9.554272441624918e-03 104
-2.625000000000000e+00 -7.294695846097689e-04  9.291422252553342e-03 105
-2.650000000000000e+00 -7.427812938714884e-04  9.041739730834220e-03 106
-2.675000000000000e+00 -7.559768056640092e-04  8.804297235564858e-03 107
-2.700000000000000e+00 -7.690589450613385e-04  8.578250963039429e-03 108
-2.725000000000000e+00 -7.820304446915690e-04  8.362831772253233e-03 109
-2.750000000000000e+00 -7.948939485587772e-04  8.157337106501338e-03 110
-2.775000000000000e+00 -8.076520157229385e-04  7.961124016732782e-03 111
-2.800000000000000e+00 -8.203071238333104e-04  7.773603036389117e-03 112
-2.825000000000000e+00 -8.328616724046619e-04  7.594232724402469e-03 113
-2.850000000000000e+00 -8.453179859587471e-04  7.422514920859468e-03 114
-2.875000000000000e+00 -8.576783170534780e-04  7.257990562203950e-03 115
-2.900000000000000e+00 -8.699448491397795e-04  7.100235934743949e-03 116
-2.925000000000000e+00 -8.821196992178900e-04  6.948859326856857e-03 117
-2.950000000000000e+00 -8.942049205144456e-04  6.803498168243980e-03 118
-2.975000000000000e+00 -9.062025048538509e-04  6.663816295331641e-03 119
-3.000000000000000e+00 -9.181143850827139e-04  6.529501697085736e-03 120
-3.025000000000000e+00 -9.299424372637305e-04  6.400264341438795e-03 121
-3.050000000000000e+00 -9.416884828377627e-04  6.275834326030049e-03 122
-3.075000000000000e+00 -9.533542906416989e-04  6.155960154142977e-03 123
-3.100000000000000e+00 -9.649415788636000e-04  6.040407220857631e-03 124
-3.125000000000000e+00 -9.764520169242206e-04  5.928956439124160e-03 125
-3.150000000000000e+00 -9.878872272159598e-04  5.821402960741909e-03 126
-3.175000000000000e+00 -9.992487868334939e-04  5.717555082895949e-03 127
-3.200000000000000e+00 -1.010538229174988e-03  5.617233195144760e-03 128
-3.225000000000000e+00 -1.021757045510299e-03  5.520268867942033e-03 129
-3.250000000000000e+00 -1.032906686459993e-03  5.426503994891179e-03 130
-3.275000000000000e+00 -1.043988563427329e-03  5.335790029823028e-03 131
-3.300000000000000e+00 -1.055004049929041e-03  5.247987263803482e-03 132
-3.325000000000000e+00 -1.065954482958178e-03  5.162964225533876e-03 133
-3.350000000000000e+00 -1.076841164167657e-03  5.080597034103893e-03 134
-3.375000000000000e+00 -1.087665361126305e-03  5.000768919917470e-03 135
-3.400000000000000e+00 -1.098428308420774e-03  4.923369681912573e-03 136
-3.425000000000000e+00 -1.109131208794566e-03  4.848295273729354e-03 137
-3.450000000000000e+00 -1.119775234192009e-03  4.775447363856604e-03 138
-3.475000000000000e+00 -1.130361526752154e-03  4.704732949522171e-03 139
-3.500000000000000e+00 -1.140891199808127e-03  4.636064024420340e-03 140
-3.525000000000000e+00 -1.151365338829010e-03  4.569357244416649e-03 141
-3.550000000000000e+00 -1.161785002290456e-03  4.504533612114245e-03 142
-3.575000000000000e+00 -1.172151222552531e-03  4.441518217907953e-03 143
-3.600000000000000e+00 -1.182465006695219e-03  4.380239979057022e-03 144
-3.625000000000000e+00 -1.192727337291069e-03  4.320631388793758e-03 145
-3.650000000000000e+00 -1.202939173222359e-03  4.262628327638880e-03 146
-3.675000000000000e+00 -1.213101450360200e-03  4.206169812977914e-03 147
-3.700000000000000e+00 -1.223215082306037e-03  4.151197847337646e-03 148
-3.725000000000000e+00 -1.233280961075637e-03  4.097657228766780e-03 149
-3.750000000000000e+00 -1.243299957747589e-03  4.045495382687721e-03 150
-3.775000000000000e+00 -1.253272923102653e-03  3.994662215375532e-03 151
-3.800000000000000e+00 -1.263200688230900e-03  3.945109967986620e-03 152
-3.825000000000000e+00 -1.273084065123665e-03  3.896793086696210e-03 153
-3.850000000000000e+00 -1.282923847211215e-03  3.849668085949367e-03 154
