0.0000000000e+00 0.0000000000e+00
4.1341400000e-02 -1.3821204184e-15
8.2682800000e-02 -2.2245756629e-14
1.2402420000e-01 -1.1266519584e-13
1.6536560000e-01 -3.5607690375e-13
2.0670700000e-01 -8.6935135010e-13
2.4804840000e-01 -1.8026775343e-12
2.8938980000e-01 -3.3396733921e-12
3.3073120000e-01 -5.6972854352e-12
3.7207260000e-01 -9.1258655294e-12
4.1341400000e-01 -1.3909101627e-11
4.5475540000e-01 -2.0364044810e-11
4.9609680000e-01 -2.8841119707e-11
5.3743820000e-01 -3.9724085439e-11
5.7877960000e-01 -5.3430028783e-11
6.2012100000e-01 -7.0409388733e-11
6.6146240000e-01 -9.1145915443e-11
7.0280380000e-01 -1.1615666210e-10
7.4414520000e-01 -1.4599200680e-10
7.8548660000e-01 -1.8123562673e-10
8.2682800000e-01 -2.2250445492e-10
8.6816940000e-01 -2.7044871726e-10
9.0951080000e-01 -3.2575190422e-10
9.5085220000e-01 -3.8913072627e-10
9.9219360000e-01 -4.6133516479e-10
1.0335350000e+00 -5.4314839362e-10
1.0748764000e+00 -6.3538681339e-10
1.1162178000e+00 -7.3890000374e-10
1.1575592000e+00 -8.5457072382e-10
1.1989006000e+00 -9.8331486387e-10
1.2402420000e+00 -1.1260815246e-09
1.2815834000e+00 -1.2838528390e-09
1.3229248000e+00 -1.4576441309e-09
1.3642662000e+00 -1.6485037674e-09
1.4056076000e+00 -1.8575131882e-09
1.4469490000e+00 -2.0857868847e-09
1.4882904000e+00 -2.3344723643e-09
1.5296318000e+00 -2.6047501604e-09
1.5709732000e+00 -2.8978337951e-09
1.6123146000e+00 -3.2149697080e-09
1.6536560000e+00 -3.5574373300e-09
1.6949974000e+00 -3.9265489788e-09
1.7363388000e+00 -4.3236498832e-09
1.7776802000e+00 -4.7501180774e-09
1.8190216000e+00 -5.2073645366e-09
1.8603630000e+00 -5.6968329414e-09
1.9017044000e+00 -6.2199998605e-09
1.9430458000e+00 -6.7783745302e-09
1.9843872000e+00 -7.3734989869e-09
2.0257286000e+00 -8.0069479425e-09
2.0670700000e+00 -8.6803287872e-09
2.1084114000e+00 -9.3952815435e-09
2.1497528000e+00 -1.0153478852e-08
2.1910942000e+00 -1.0956625972e-08
2.2324356000e+00 -1.1806460654e-08
2.2737770000e+00 -1.2704753205e-08
2.3151184000e+00 -1.3653306404e-08
2.3564598000e+00 -1.4653955504e-08
2.3978012000e+00 -1.5708568148e-08
2.4391426000e+00 -1.6819044384e-08
2.4804840000e+00 -1.7987316580e-08
2.5218254000e+00 -1.9215349453e-08
2.5631668000e+00 -2.0505139984e-08
2.6045082000e+00 -2.1858717366e-08
2.6458496000e+00 -2.3278143029e-08
2.6871910000e+00 -2.4765510537e-08
2.7285324000e+00 -2.6322945616e-08
2.7698738000e+00 -2.7952606049e-08
2.8112152000e+00 -2.9656681634e-08
2.8525566000e+00 -3.1437394258e-08
2.8938980000e+00 -3.3296997679e-08
2.9352394000e+00 -3.5237777626e-08
2.9765808000e+00 -3.7262051697e-08
3.0179222000e+00 -3.9372169326e-08
3.0592636000e+00 -4.1570511728e-08
3.1006050000e+00 -4.3859491854e-08
3.1419464000e+00 -4.6241554422e-08
3.1832878000e+00 -4.8719175701e-08
3.2246292000e+00 -5.1294863670e-08
3.2659706000e+00 -5.3971157797e-08
3.3073120000e+00 -5.6750629131e-08
3.3486534000e+00 -5.9635880133e-08
3.3899948000e+00 -6.2629544701e-08
3.4313362000e+00 -6.5734288128e-08
3.4726776000e+00 -6.8952806997e-08
3.5140190000e+00 -7.2287829182e-08
3.5553604000e+00 -7.5742113767e-08
3.5967018000e+00 -7.9318450992e-08
3.6380432000e+00 -8.3019662248e-08
3.6793846000e+00 -8.6848599949e-08
3.7207260000e+00 -9.0808147568e-08
3.7620674000e+00 -9.4901219477e-08
3.8034088000e+00 -9.9130760988e-08
3.8447502000e+00 -1.0349974825e-07
3.8860916000e+00 -1.0801118821e-07
3.9274330000e+00 -1.1266811854e-07
3.9687744000e+00 -1.1747360759e-07
4.0101158000e+00 -1.2243075436e-07
4.0514572000e+00 -1.2754268837e-07
4.0927986000e+00 -1.3281256965e-07
4.1341400000e+00 -1.3824358873e-07
4.1754814000e+00 -1.4383896646e-07
4.2168228000e+00 -1.4960195403e-07
4.2581642000e+00 -1.5553583295e-07
4.2995056000e+00 -1.6164391486e-07
4.3408470000e+00 -1.6792954158e-07
4.3821884000e+00 -1.7439608498e-07
4.4235298000e+00 -1.8104694700e-07
4.4648712000e+00 -1.8788555947e-07
4.5062126000e+00 -1.9491538415e-07
4.5475540000e+00 -2.0213991260e-07
4.5888954000e+00 -2.0956266616e-07
4.6302368000e+00 -2.1718719584e-07
4.6715782000e+00 -2.2501708227e-07
4.7129196000e+00 -2.3305593565e-07
4.7542610000e+00 -2.4130739568e-07
4.7956024000e+00 -2.4977513146e-07
4.8369438000e+00 -2.5846284144e-07
4.8782852000e+00 -2.6737425340e-07
4.9196266000e+00 -2.7651312424e-07
4.9609680000e+00 -2.8588324011e-07
5.0023094000e+00 -2.9548841615e-07
5.0436508000e+00 -3.0533249654e-07
5.0849922000e+00 -3.1541935436e-07
5.1263336000e+00 -3.2575289158e-07
5.1676750000e+00 -3.3633703891e-07
5.2090164000e+00 -3.4717575578e-07
5.2503578000e+00 -3.5827303029e-07
5.2916992000e+00 -3.6963287903e-07
5.3330406000e+00 -3.8125934710e-07
5.3743820000e+00 -3.9315650804e-07
5.4157234000e+00 -4.0532846366e-07
5.4570648000e+00 -4.1777934406e-07
5.4984062000e+00 -4.3051330750e-07
5.5397476000e+00 -4.4353454032e-07
5.5810890000e+00 -4.5684725689e-07
5.6224304000e+00 -4.7045569953e-07
5.6637718000e+00 -4.8436413837e-07
5.7051132000e+00 -4.9857687136e-07
5.7464546000e+00 -5.1309822412e-07
5.7877960000e+00 -5.2793254990e-07
5.8291374000e+00 -5.4308422943e-07
5.8704788000e+00 -5.5855767097e-07
5.9118202000e+00 -5.7435731005e-07
5.9531616000e+00 -5.9048760954e-07
5.9945030000e+00 -6.0695305949e-07
6.0358444000e+00 -6.2375817705e-07
6.0771858000e+00 -6.4090750640e-07
