-0.000000000000000e+00  8.193282704105456e-03  1.000000000000000e+00 0
-2.500000000000000e-02 -2.761398521727776e-02  1.843767901655284e+00 1
-5.000000000000000e-02 -3.370501757845271e-02  9.933351952029872e-02 2
-7.500000000000001e-02 -3.649608214436116e-02  3.975813166643909e-02 3
-1.000000000000000e-01 -3.840567128998051e-02  2.549458534763513e-02 4
-1.250000000000000e-01 -3.997450936355202e-02  2.001574965113080e-02 5
-1.500000000000000e-01 -4.138337331860340e-02  1.731687094851589e-02 6
-1.750000000000000e-01 -4.271101710005264e-02  1.578754272240624e-02 7
-2.000000000000000e-01 -4.399864215150637e-02  1.484984559468872e-02 8
-2.250000000000000e-01 -4.527074340923966e-02  1.425014017675356e-02 9
-2.500000000000000e-01 -4.654330120328437e-02  1.386016485185021e-02 10
-2.750000000000000e-01 -4.782751810854816e-02  1.360819917246149e-02 11
-3.000000000000000e-01 -4.913172526304840e-02  1.345108634461860e-02 12
-3.250000000000000e-01 -5.046243945849616e-02  1.336136709583650e-02 13
-3.500000000000000e-01 -5.182498759003169e-02  1.332077823102438e-02 14
-3.750000000000000e-01 -5.322389421963059e-02  1.331672080178420e-02 15
-4.000000000000000e-01 -5.466313190176576e-02  1.334022944070886e-02 16
-4.250000000000000e-01 -5.614628830446407e-02  1.338475014071881e-02 17
-4.500000000000000e-01 -5.767668094652672e-02  1.344537620247795e-02 18
-4.750000000000000e-01 -5.925743787667750e-02  1.351835500245034e-02 19
-5.000000000000000e-01 -6.089155557730700e-02  1.360076063604596e-02 20
-5.250000000000000e-01 -6.258194124923300e-02  1.369027131628669e-02 21
-5.500000000000000e-01 -6.433144413536550e-02  1.378501472347306e-02 22
-5.750000000000001e-01 -6.614287898412258e-02  1.388345848782960e-02 23
-6.000000000000001e-01 -6.801904375811144e-02  1.398433128894212e-02 24
-6.250000000000000e-01 -6.996273304269943e-02  1.408656512224713e-02 25
-6.500000000000000e-01 -7.197674817461547e-02  1.418925245212434e-02 26
-6.750000000000000e-01 -7.406390481523652e-02  1.429161399850822e-02 27
-7.000000000000001e-01 -7.622703848878316e-02  1.439297422713556e-02 28
-7.250000000000001e-01 -7.846900846202140e-02  1.449274249361532e-02 29
-7.500000000000000e-01 -8.079270023966538e-02  1.459039838632203e-02 30
-7.750000000000000e-01 -8.320102687573797e-02  1.468548022192234e-02 31
-8.000000000000000e-01 -8.569692924714985e-02  1.477757593227414e-02 32
-8.250000000000001e-01 -8.828337539585095e-02  1.486631578217064e-02 33
-8.500000000000001e-01 -9.096335901629277e-02  1.495136650177240e-02 34
-8.750000000000000e-01 -9.373989714269032e-02  1.503242652099026e-02 35
-9.000000000000000e-01 -9.661602707394383e-02  1.510922206960229e-02 36
-9.250000000000000e-01 -9.959480256157598e-02  1.518150396267884e-02 37
-9.500000000000001e-01 -1.026792892767920e-01  1.524904493295555e-02 38
-9.750000000000001e-01 -1.058725595660153e-01  1.531163740308135e-02 39
-1.000000000000000e+00 -1.091776864995424e-01  1.536909161461493e-02 40
-1.025000000000000e+00 -1.125977372148841e-01  1.542123404866391e-02 41
-1.050000000000000e+00 -1.161357655547178e-01  1.546790608718751e-02 42
-1.075000000000000e+00 -1.197948039989049e-01  1.550896287458630e-02 43
-1.100000000000000e+00 -1.235778548906514e-01  1.554427234763137e-02 44
-1.125000000000000e+00 -1.274878809584924e-01  1.557371440836701e-02 45
-1.150000000000000e+00 -1.315277951382437e-01  1.559718021947988e-02 46
-1.175000000000000e+00 -1.357004497024259e-01  1.561457160589482e-02 47
-1.200000000000000e+00 -1.400086247087761e-01  1.562580054918616e-02 48
-1.225000000000000e+00 -1.444550157843473e-01  1.563078876394653e-02 49
-1.250000000000000e+00 -1.490422212673552e-01  1.562946734725065e-02 50
-1.275000000000000e+00 -1.537727287351778e-01  1.562177649347586e-02 51
-1.300000000000000e+00 -1.586489009539453e-01  1.560766526830921e-02 52
-1.325000000000000e+00 -1.636729612926367e-01  1.558709143609979e-02 53
-1.350000000000000e+00 -1.688469786527800e-01  1.556002133584116e-02 54
-1.375000000000000e+00 -1.741728519733808e-01  1.552642980109540e-02 55
-1.400000000000000e+00 -1.796522943796976e-01  1.548630011968945e-02 56
-1.425000000000000e+00 -1.852868170537651e-01  1.543962402915771e-02 57
-1.450000000000000e+00 -1.910777129140142e-01  1.538640174392839e-02 58
-1.475000000000000e+00 -1.970260402008890e-01  1.532664201037443e-02 59
-1.500000000000000e+00 -2.031326060748017e-01  1.526036218571568e-02 60
-1.525000000000000e+00 -2.093979503419873e-01  1.518758833674266e-02 61
-1.550000000000000e+00 -2.158223294326601e-01  1.510835535425888e-02 62
-1.575000000000000e+00 -2.224057007640820e-01  1.502270707892943e-02 63
-1.600000000000000e+00 -2.291477076286351e-01  1.493069643422918e-02 64
-1.625000000000000e+00 -2.360476647534281e-01  1.483238556192258e-02 65
-1.650000000000000e+00 -2.431045446833104e-01  1.472784595562652e-02 66
-1.675000000000000e+00 -2.503169651430130e-01  1.461715858767743e-02 67
-1.700000000000000e+00 -2.576831775364481e-01  1.450041402465323e-02 68
-1.725000000000000e+00 -2.652010567417429e-01  1.437771252688991e-02 69
-1.750000000000000e+00 -2.728680923590961e-01  1.424916412726032e-02 70
-1.775000000000000e+00 -2.806813815649706e-01  1.411488868463152e-02 71
-1.800000000000000e+00 -2.886376237203611e-01  1.397501590765087e-02 72
-1.825000000000000e+00 -2.967331168726122e-01  1.382968534445448e-02 73
-1.850000000000000e+00 -3.049637562797556e-01  1.367904633444749e-02 74
-1.875000000000000e+00 -3.133250350732573e-01  1.352325791836617e-02 75
-1.900000000000000e+00 -3.218120471596782e-01  1.336248870335725e-02 76
-1.925000000000000e+00 -3.304194924440449e-01  1.319691668022736e-02 77
-1.950000000000000e+00 -3.391416844377413e-01  1.302672899034628e-02 78
-1.975000000000000e+00 -3.479725602919630e-01  1.285212164055132e-02 79
-2.000000000000000e+00 -3.569056932740359e-01  1.267329916461454e-02 80
-2.025000000000000e+00 -3.659343076789080e-01  1.249047423076939e-02 81
-2.050000000000000e+00 -3.750512961418861e-01  1.230386719521622e-02 82
-2.075000000000000e+00 -3.842492392919331e-01  1.211370560247505e-02 83
-2.100000000000000e+00 -3.935204276575981e-01  1.192022363385198e-02 84
-2.125000000000000e+00 -4.028568857107558e-01  1.172366150621281e-02 85
-2.150000000000000e+00 -4.122503979070081e-01  1.152426482384032e-02 86
-2.175000000000000e+00 -4.216925365564358e-01  1.132228388684991e-02 87
-2.200000000000000e+00 -4.311746913347927e-01  1.111797296022520e-02 88
-2.225000000000000e+00 -4.406881002237750e-01  1.091158950822506e-02 89
-2.250000000000000e+00 -4.502238816498829e-01  1.070339339925964e-02 90
-2.275000000000000e+00 -4.597730675753087e-01  1.049364608700762e-02 91
-2.300000000000000e+00 -4.693266372812688e-01  1.028260977376472e-02 92
-2.325000000000000e+00 -4.788755515746854e-01  1.007054656237163e-02 93
-2.350000000000000e+00 -4.884107871433101e-01  9.857717603313117e-03 94
-2.375000000000000e+00 -4.979233707823013e-01  9.644382243637804e-03 95
-2.400000000000000e+00 -5.074044132170148e-01  9.430797184373781e-03 96
-2.425000000000000e+00 -5.168451422524133e-01  9.217215653143906e-03 97
-2.450000000000000e+00 -5.262369349885729e-01  9.003886598264147e-03 98
-2.475000000000000e+00 -5.355713488546953e-01  8.791053910726661e-03 99
-2.500000000000000e+00 -5.448401512297515e-01  8.578955679694047e-03 100
-2.525000000000000e+00 -5.540353474368710e-01  8.367823487080176e-03 101
-2.550000000000000e+00 -5.631492069198413e-01  8.157881746063113e-03 102
-2.575000000000000e+00 -5.721742874335179e-01  7.949347087912638e-03 103
-2.600000000000000e+00 -5.811034571050830e-01  7.742427800978197e-03 104
-2.625000000000000e+00 -5.899299142491492e-01  7.537323324833067e-03 105
-2.650000000000000e+00 -5.986472048469135e-01  7.334223802317471e-03 106
-2.675000000000000e+00 -6.072492376263117e-01  7.133309690968084e-03 107
-2.700000000000000e+00 -6.157302967073972e-01  6.934751435318257e-03 108
-2.725000000000000e+00 -6.240850518031437e-01  6.738709200352689e-03 109
-2.750000000000000e+00 -6.323085659910731e-01  6.545332666021515e-03 110
-2.775000000000000e+00 -6.403963010949345e-01  6.354760882135329e-03 111
-2.800000000000000e+00 -6.483441207375763e-01  6.167122182247125e-03 112
-2.825000000000000e+00 -6.561482911462425e-01  5.982534154718617e-03 113
-2.850000000000000e+00 -6.638054798094297e-01  5.801103668686257e-03 114
-2.875000000000000e+00 -6.713127520999538e-01  5.622926952160435e-03 115
-2.900000000000000e+00 -6.786675659921881e-01  5.448089719284604e-03 116
-2.925000000000000e+00 -6.858677650119369e-01  5.276667343197587e-03 117
-2.950000000000000e+00 -6.929115695660761e-01  5.108725071147833e-03 118
-2.975000000000000e+00 -6.997975668047721e-01  4.944318277856398e-03 119
-3.000000000000000e+00 -7.065246991729750e-01  4.783492753366764e-03 120
-3.025000000000000e+00 -7.130922518093865e-01  4.626285021369199e-03 121
-3.050000000000000e+00 -7.194998389507326e-01  4.472722684058821e-03 122
-3.075000000000000e+00 -7.257473894968660e-01  4.322824789530454e-03 123
-3.100000000000000e+00 -7.318351318885101e-01  4.176602217936826e-03 124
-3.125000000000000e+00 -7.377635784441771e-01  4.034058082648190e-03 125
-3.150000000000000e+00 -7.435335092962049e-01  3.895188142730675e-03 126
-3.175000000000000e+00 -7.491459560586042e-01  3.759981223474045e-03 127
-3.200000000000000e+00 -7.546021853509709e-01  3.628419641637685e-03 128
-3.225000000000000e+00 -7.599036822939228e-01  3.500479632473066e-03 129
-3.250000000000000e+00 -7.650521340821722e-01  3.376131775728551e-03 130
-3.275000000000000e+00 -7.700494137317334e-01  3.255341418082528e-03 131
-3.300000000000000e+00 -7.748975640881897e-01  3.138069089786810e-03 132
-3.325000000000000e+00 -7.795987821731513e-01  3.024270913385109e-03 133
-3.350000000000000e+00 -7.841554039365826e-01  2.913899002737217e-03 134
-3.375000000000000e+00 -7.885698894734361e-01  2.806901850787903e-03 135
-3.400000000000000e+00 -7.928448087541514e-01  2.703224704757429e-03 136
-3.425000000000000e+00 -7.969828279098568e-01  2.602809927488921e-03 137
-3.450000000000000e+00 -8.009866961054516e-01  2.505597344268553e-03 138
-3.475000000000000e+00 -8.048592330259500e-01  2.411524574211817e-03 139
-3.500000000000000e+00 -8.086033169945127e-01  2.320527345685994e-03 140
-3.525000000000000e+00 -8.122218737343678e-01  2.232539795502476e-03 141
-3.550000000000000e+00 -8.157178657808720e-01  2.147494751584118e-03 142
-3.575000000000000e+00 -8.190942825446571e-01  2.065323998994875e-03 143
-3.600000000000000e+00 -8.223541310222079e-01  1.985958529435074e-03 144
-3.625000000000000e+00 -8.255004271460713e-01  1.909328774355408e-03 145
-3.650000000000000e+00 -8.285361877631465e-01  1.835364821861480e-03 146
-3.675000000000000e+00 -8.314644232265881e-01  1.763996617866108e-03 147
-3.700000000000000e+00 -8.342881305839783e-01  1.695154151756058e-03 148
-3.725000000000000e+00 -8.370102873424465e-01  1.628767627175511e-03 149
-3.750000000000000e+00 -8.396338457894424e-01  1.564767618334865e-03 150
-3.775000000000000e+00 -8.421617278465772e-01  1.503085212472926e-03 151
-3.800000000000000e+00 -8.445968204327963e-01  1.443652139011293e-03 152
-3.825000000000000e+00 -8.469419713124454e-01  1.386400886041487e-03 153
-3.850000000000000e+00 -8.491999854033236e-01  1.331264804775188e-03 154
-3.875000000000000e+00 -8.513736215195407e-01  1.278178202559631e-03 155
-3.900000000000000e+00 -8.534655895240079e-01  1.227076425105620e-03 156
-3.925000000000000e+00 -8.554785478656151e-01  1.177895928583101e-03 157
-3.950000000000000e+00 -8.574151014765434e-01  1.130574342237832e-03 158
-3.975000000000000e+00 -8.592778000053558e-01  1.085050521968398e-03 159
-4.000000000000000e+00 -8.610691363626997e-01  1.041264595806279e-03 160
-4.025000000000000e+00 -8.627915455564946e-01  9.991580014908062e-04 161
-4.050000000000000e+00 -8.644474037948033e-01  9.586735170201029e-04 162
-4.075000000000000e+00 -8.660390278351306e-01  9.197552845463055e-04 163
-4.100000000000001e+00 -8.675686745598680e-01  8.823488281830411e-04 164
-4.125000000000000e+00 -8.690385407586587e-01  8.464010663005028e-04 165
-4.150000000000000e+00 -8.704507630991578e-01  8.118603186389728e-04 166
-4.175000000000000e+00 -8.718074182688480e-01  7.786763088263744e-04 167
-4.200000000000000e+00 -8.731105232714360e-01  7.468001626699577e-04 168
-4.225000000000001e+00 -8.743620358623473e-01  7.161844026504458e-04 169
-4.250000000000000e+00 -8.755638551086083e-01  6.867829389016149e-04 170
-4.275000000000000e+00 -8.767178220597472e-01  6.585510572727545e-04 171
-4.300000000000000e+00 -8.778257205166593e-01  6.314454044755137e-04 172
-4.325000000000000e+00 -8.788892778868325e-01  6.054239709570005e-04 173
-4.350000000000001e+00 -8.799101661146763e-01  5.804460715095477e-04 174
-4.375000000000000e+00 -8.808900026768824e-01  5.564723241017127e-04 175
-4.400000000000000e+00 -8.818303516333608e-01  5.334646270912788e-04 176
-4.425000000000000e+00 -8.827327247248440e-01  5.113861349437196e-04 177
-4.450000000000000e+00 -8.835985825094826e-01  4.902012329693650e-04 178
-4.475000000000001e+00 -8.844293355307397e-01  4.698755108900458e-04 179
-4.500000000000000e+00 -8.852263455100520e-01  4.503757357157557e-04 180
